Filename,Segment.x,Contractions,Segment.y,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji,% words POS possessive,% words 'of',year,readability,grade_level,syllable_count,syllables_per_word,syllables_per_sentence
1877-Hayes.txt.txt,1,0,1,2484,94.78,32.15,35.43,83.21,42.1,27.62,89.33,67.35,56.72,9.14,4.15,1.53,1.13,0.04,0.28,0.93,4.99,19.24,11.63,0.48,18.8,5.8,2.82,6.84,0.97,9.14,7.45,2.94,8.66,2.98,1.53,4.23,12.12,1.49,10.63,1.93,1.33,1.41,1.73,1.09,4.07,0.08,6.84,5.35,1.17,1.49,0.76,0.32,0.04,0.08,0.04,0,10.47,5.35,0.81,0.44,0.4,0.64,1.17,3.99,0,0,0,0.36,4.27,4.15,0.12,0,3.62,0.6,0.04,2.21,0.48,0.28,0.32,0.12,0,0,0.04,0,0,0,0.16,0.56,0.24,0.24,0,0.36,0,0.12,0.44,0.56,4.11,8.29,0.72,0.68,6.68,0.48,0.08,0.12,2.86,2.29,2.62,1.17,0,0,0,0,0,9.7,2.38,5.92,0,0,0,1.41,0,0,6.132249722940527,1877,16.854331877729265,22.28648326055313,4661,1.6961426491994178,77.68333333333334
2017-Trump.txt.txt,1,0.21,1,1458,46.76,98.18,42.5,82.43,16.2,21.88,91.08,66.8,55.97,13.72,10.08,0.27,6.86,1.71,0,1.17,3.64,16.94,6.1,1.37,12.21,8.44,4.12,8.09,1.58,13.51,6.24,4.73,14.06,8.78,1.58,4.39,10.29,2.88,7.41,0.96,1.23,0.55,0.75,0.41,3.57,0.34,6.31,5.21,1.1,1.44,1.03,0.34,0.07,0,0.07,0,16.94,3.77,0.89,0.55,0.41,0.48,0.89,12.48,0.27,0.07,0.34,0.14,4.05,3.16,0.82,0.07,4.46,0.34,0.27,1.99,1.03,0.89,1.44,0.41,0.27,0.07,0,0,0,0,0.07,0.27,0.21,0.69,0.27,0.07,0,0.41,0.75,0.21,7.54,9.19,0.48,1.23,6.72,0.82,0.21,0.14,4.87,2.26,3.91,3.57,0.07,0,0.07,0,0,15.29,6.17,7.27,0,0,0.75,1.1,0,0.357355568790947,2.8588445503275763,2017,58.992244505960144,9.606975123815982,2615,1.5265615878575598,28.118279569892472
1833-Jackson.txt.txt,1,0,1,1176,89.64,53.26,24.32,58.86,40.55,27.64,86.39,66.41,58.59,12.07,6.89,2.38,2.38,0.43,0.17,1.36,5.19,19.9,9.95,0.34,19.13,6.29,3.4,6.72,0.51,8.93,4.76,3.83,9.61,4.25,1.87,3.74,10.37,1.7,8.67,1.45,1.02,1.11,1.53,0.34,3.32,0,5.36,3.83,1.36,1.79,1.11,0.51,0.09,0.17,0,0,9.18,3.06,0.85,0,0.17,0.77,0.34,5.61,0.09,0,0,0.26,4.08,3.91,0.17,0,2.04,0,0,1.28,0.43,0.43,0.6,0.09,0.09,0,0,0,0,0,0,0.6,0.17,0.17,0,0.43,0,0.09,0.6,0.26,3.83,6.38,0.34,0.43,5.1,0.51,0,0.09,2.89,1.28,2.55,2.04,0,0,0,0,0,7.99,2.47,4.17,0,0,0,1.36,0,0,5.998421468034729,1833,18.231651522035463,20.958017567772227,2217,1.7347417840375587,71.51612903225806
2021-Biden.txt.txt,1,0.51,1,2548,43.84,90.86,50.09,44.98,15.35,17.46,92.9,70.92,59.22,17.07,12.17,3.18,6.51,0.98,0.12,0.9,4.91,17.5,6.44,1.3,13.81,9.03,3.89,7.34,1.53,16.05,5.46,5.26,13.54,8.59,1.69,3.53,10.6,1.73,8.79,1.53,0.9,1.84,1.41,0.71,3.34,0.04,6.95,4.28,2.63,1.65,0.67,0.9,0.24,0.27,0.24,0,16.37,5.18,0.71,0.16,0.63,0.78,1.88,11.07,0.82,0.12,0.24,0.31,2.86,2.39,0.47,0,3.06,0.2,0.24,1.45,0.27,1.06,1.37,0.63,0.31,0.16,0.04,0,0,0,0.16,0.75,0.2,0.35,0.2,0.2,0.04,0.16,0.59,0.24,7.42,8.36,0.55,1.14,5.81,0.98,0.55,0.12,5.1,3.3,4.67,2.67,0.04,0,0.04,0,0,19.66,6.28,9.11,0.39,0,1.69,2.2,0,0.561612157251404,2.708952758506773,2021,72.99869022409874,7.448387212916998,4221,1.3708996427411495,24.12
1805-Jefferson.txt.txt,1,0,1,2166,72.37,64.86,27.47,61.63,48.13,25.25,87.53,66.81,58.36,15.24,9,1.75,2.12,0.37,0.37,3.55,6.23,16.67,7.76,0.18,16.9,7.53,2.63,6.93,1.06,10.99,4.71,3.09,8.08,3.46,1.2,3.55,13.07,1.2,11.82,2.4,1.62,1.62,1.89,0.65,4.39,0,6.09,4.25,1.62,1.94,1.02,0.65,0.23,0.23,0.05,0,13.3,4.02,0.74,0.09,0.09,1.2,0.65,8.91,0.23,0.14,0,0.65,1.94,1.75,0.09,0.09,2.86,0.23,0.09,1.52,0.78,0.32,0.51,0.09,0,0,0,0,0.14,0,0,0.51,0.23,0.37,0.05,0.46,0.09,0.09,0.42,0.42,3.74,6.79,0.32,0.42,5.26,0.46,0.28,0.18,2.59,2.91,2.45,1.8,0,0,0,0,0,10.02,1.89,6.56,0.18,0,0.09,1.29,0,0.08396305625524769,4.240134340890007,1805,12.481764705882398,24.188193575302467,4040,1.6854401335002085,85.95744680851064
1869-Grant.txt.txt,1,0,1,1127,78.37,29.26,47.93,66.38,28.17,23.78,91.13,70.36,59.27,11.89,6.39,2.75,1.51,0.09,0.18,1.51,5.5,18.01,9.05,0.89,17.48,8.87,4.35,6.92,0.71,12.51,6.48,5.32,8.52,2.22,2.04,4.35,13.75,2.13,11.54,2.04,1.15,2.31,2.75,0.53,4.61,0.09,4.61,3.55,0.62,1.6,0.89,0.27,0.09,0.09,0,0,8.87,3.55,0.53,0.18,0.18,0.71,0.53,4.53,0,0,0,0.35,2.93,2.84,0.09,0,6.21,0.09,0,2.48,3.28,0.71,0.18,0.09,0,0,0,0,0,0,0,0.8,0.44,0.62,0.09,0.27,0,0,0.98,0.18,4.53,7.36,0,1.06,6.39,0.27,0,0.09,3.46,1.86,3.37,2.66,0,0,0,0,0,10.03,3.46,4.53,0.09,0,0.09,1.86,0,0.08130081300813008,3.821138211382114,1869,38.95257049747275,15.2376576217079,2038,1.6264964086193137,48.523809523809526
1893-Cleveland.txt.txt,1,0,1,2014,83.76,68.48,13.4,61.63,34.72,29.59,86.89,64.2,55.16,12.51,7.89,1.74,3.72,0,0.2,1.74,4.62,17.23,9.04,0.1,16.88,5.96,2.33,7.8,0.89,8.79,5.76,2.48,10.97,4.82,2.04,4.52,11.52,1.19,10.33,1.74,1.44,1.84,1.49,0.74,3.87,0.15,7.45,4.97,2.33,1.89,1.09,0.55,0.15,0.1,0.05,0.05,13.21,5.16,1.29,0.1,0.7,1.49,0.35,7.7,0.15,0,0.05,0.6,3.53,3.08,0.45,0,3.97,0.1,0.05,2.33,1.54,0.3,0.6,0.45,0.1,0.05,0.05,0,0.05,0,0,0.4,0.3,0.35,0,0.25,0.15,0.65,1.09,0.25,4.12,5.81,0.65,0.7,4.22,0.25,0.1,0.1,1.79,1.39,2.33,1.14,0,0,0,0,0,6.21,2.88,2.53,0,0,0.45,0.35,0,0.4217432052483599,5.576382380506092,1893,16.98813748079877,19.874631336405532,3928,1.8101382488479263,65.46666666666667
1861-Lincoln.txt.txt,1,0,1,3634,68.71,16.95,47.11,23,26.92,23.31,88.53,70.72,61.34,10.62,4.95,1.62,0.63,0.74,0.33,1.27,5.67,18.19,8.67,0.74,16.37,9.38,4.49,8.2,2.48,13.21,6.19,3.77,7.87,1.98,0.52,5.42,17.09,2.5,14.56,1.98,1.57,1.93,3.71,0.88,6.08,0.08,4.73,2.42,2.2,1.18,0.52,0.47,0.14,0.19,0,0,7.15,2.97,0.28,0.06,0.52,0.61,0.8,4.13,0.11,0.08,0.03,0.39,2.28,2.2,0.08,0,1.82,0.19,0.03,1.35,0.08,0.22,0.74,0.3,0,0.06,0,0,0.08,0,0.08,0.61,0.14,0.47,0.06,0.11,0.03,0.14,0.61,0.06,4.82,7.29,0.19,0.8,6.05,0.25,0.03,0.17,3.44,1.71,4.05,1.84,0,0,0,0,0,10.37,3.11,5.37,0.61,0,0,1.29,0,0,3.650912728182046,1861,41.185169755374375,14.448530899857705,6569,1.623177662466024,45.30344827586207
1857-Buchanan.txt.txt,1,0,1,2824,87.45,38.21,43.17,60.28,31.73,25.39,88.42,69.23,58.22,9.53,4.18,0.92,1.81,0.07,0.14,1.13,5.35,19.41,10.69,0.18,17.78,7.83,3.86,7.51,1.17,10.38,8.29,3.72,8.29,3.05,1.2,4.14,13.17,2.02,11.05,2.2,0.96,1.31,2.48,0.42,4.53,0.11,6.02,4.25,1.7,1.24,0.71,0.46,0.04,0.14,0,0,8.29,3.51,0.32,0.11,0.35,0.92,0.71,4.43,0.32,0.07,0.07,0.42,3.93,3.82,0.11,0,3.26,0.07,0.11,1.7,0.99,0.57,0.57,0.32,0,0,0,0,0.04,0,0.11,0.57,0.18,0.5,0.07,0.18,0,0.35,0.57,0.11,4.71,7.65,0.21,0.57,6.66,0.28,0.11,0.07,3.75,2.23,3.29,1.98,0.07,0,0.07,0,0,9.7,3.08,5.1,0.07,0,0.07,1.38,0,0.06482982171799027,4.505672609400326,1857,29.057864444444476,17.83230666666667,5265,1.6848,58.5
1925-Coolidge.txt.txt,1,0,1,4056,70.99,57.84,26.11,75.49,20.69,25.62,90.38,69.72,58.75,11.83,5.94,0.25,3.82,0,0.27,1.23,5.89,18.02,8.65,0.27,15.04,9.39,3.08,6.48,2.17,13.31,7.79,3.77,10.43,4.91,1.85,3.92,16.17,1.78,14.35,2.14,2.17,2.56,1.95,1.06,5.18,0.02,6.39,4.88,1.33,1.16,0.62,0.35,0.07,0.15,0.02,0,11.54,4.02,1.01,0.05,0.47,0.99,0.35,6.76,0.02,0.05,0.2,0.32,2.66,2.47,0.12,0.07,3.8,0.25,0.07,1.85,1.31,0.42,0.59,0.22,0.02,0.1,0,0,0.05,0.02,0,0.71,0.59,0.27,0.05,0.47,0,0.47,0.64,0.15,4.73,7.86,0.44,0.81,6.39,0.32,0.1,0.05,2.66,2.27,4.39,1.41,0.02,0,0.02,0,0,9.49,4.83,4.54,0,0,0,0.12,0,0,4.662162162162162,1925,39.91652535204261,13.295202268995371,7603,1.7024182713837883,38.398989898989896
1913-Wilson.txt.txt,1,0,1,1699,69.83,71.96,40.78,68.41,24.99,20.01,90.58,72.04,58.74,12.6,6.47,0.47,4.41,0,0.06,1.12,6.12,15.72,8.18,0.47,16.3,8.42,3.47,8.18,1.53,14.24,7.18,4.24,10.36,5.24,1.77,3.53,13.3,1.53,11.71,2.53,1.59,1.47,2.18,0.29,4.83,0.24,7.18,5.06,2,1.29,0.59,0.41,0.12,0,0,0,12.42,3.71,0.35,0,0,1.88,0.71,7.95,0.06,0,0.24,0.94,2.12,2.06,0,0.06,3.94,0.35,0.18,2.12,1.29,0.24,1.94,0.53,0,0.12,0.06,0,0,0.06,0.06,0.41,0.12,0.12,0.06,0.29,0,0.35,0.24,0.24,7,9.06,0.71,1.53,6.12,1.18,0.24,0.12,2.88,3.88,3.71,1.65,0,0,0,0,0,11.48,3.77,5.94,0.18,0.06,0.29,1.24,0,0.2649708532061473,4.610492845786964,1913,48.623428839973315,13.361307986174278,2940,1.5376569037656904,42.608695652173914
1985-Reagan.txt.txt,1,0.04,1,2565,66.46,92.15,50.35,80.38,20.52,20.86,91.46,68.3,55.13,12.55,8.69,0.94,5.93,0.31,0.35,0.66,3.86,16.65,7.68,1.6,14.39,7.17,4.17,8.03,1.09,12.98,7.13,4.41,13.45,7.76,2.53,3.43,9.47,1.44,7.99,1.09,1.17,1.83,1.52,0.35,2.96,0.08,6.98,5.42,1.48,1.13,0.62,0.43,0.16,0.12,0.12,0,13.57,3.78,0.86,0.23,0.43,0.7,0.82,9.82,0.12,0.19,0.16,0.62,3.12,2.34,0.39,0.39,4.41,0.43,0.04,1.52,1.52,1.01,1.33,0.27,0.12,0.08,0,0,0,0.16,0.19,0.55,0.35,0.23,0.27,0.23,0,0.58,0.78,0.27,6.2,9.79,0.23,1.79,6.98,0.58,0.47,0.23,6.59,4.48,3.39,1.48,0.12,0,0.12,0,0,14.74,4.83,6.9,0.12,0,0.58,2.3,0,0.273972602739726,3.253424657534247,1985,56.620832615119454,11.00553281211524,4473,1.503024193548387,34.14503816793893
1949-Truman.txt.txt,1,0,1,2272,83.45,88.23,15,92.12,19.59,27.29,90.76,65.27,53.96,11.8,7.39,0.53,4.31,0.13,0.4,1.58,4.4,17.08,7.88,0.75,16.29,7.26,2.38,5.85,0.62,11.66,7.09,4.05,12.06,5.63,2.55,3.96,11,1.5,9.46,2.11,1.5,2.46,0.79,0.66,2.33,0,9.51,7.22,1.98,1.41,0.53,0.57,0.22,0.09,0.13,0,13.42,4.36,1.67,0.13,0.7,0.66,0.4,8.58,0,0,0,0.92,4.14,3.7,0.22,0.22,4.27,0.04,0.04,3.26,0.84,0.48,1.23,0.48,0.26,0.13,0.04,0,0,0.22,0.04,0.62,0.62,0.22,0.22,0.31,0,0.53,0.75,0.26,5.33,7.79,0.18,1.01,6.47,0.13,0.13,0.04,2.82,1.1,4.27,1.94,0.04,0,0.04,0,0,11.14,5.19,4.62,0,0,0.13,1.19,0,0.11976047904191615,3.8323353293413174,1949,43.0488434520162,12.762757645849394,4332,1.6700077101002313,37.02564102564103
1977-Carter.txt.txt,1,0,1,1224,49.18,87.51,32.94,89.13,23.54,19.61,91.26,70.26,57.52,15.44,9.97,1.47,7.19,0.82,0.16,0.33,5.47,17.24,7.11,0.82,13.32,8.74,4.25,6.86,1.96,13.32,8.09,3.02,16.5,9.15,2.78,5.07,14.22,1.39,12.83,2.53,0.9,3.19,1.31,1.06,5.15,0.25,9.07,6.86,2.04,1.31,0.9,0.25,0,0.08,0,0,15.36,5.07,0.98,0.16,0.41,1.55,0.82,9.89,0.08,0,0.08,0.25,2.94,2.61,0.25,0.08,2.61,0,0.16,1.14,0.25,1.06,0.82,0.49,0,0.33,0,0,0,0,0.08,0.74,0.33,0.16,0.16,0.16,0,0.74,0.25,0.33,6.29,7.03,0.65,0.49,5.39,0.16,0.08,0.25,4,2.78,4,1.47,0,0,0,0,0,12.91,4.25,5.31,0,0,0.33,3.02,0,0.29069767441860467,2.3982558139534875,1977,53.732722729248195,11.676432951856684,2140,1.5242165242165242,36.271186440677965
1941-Roosevelt.txt.txt,1,0,1,1341,86.01,75.21,41.45,42.32,19.72,19.39,88.81,70.62,59.43,12.6,5.22,0.07,4.03,0,0.07,0.52,7.38,20.06,11.26,0.97,16.33,6.79,2.83,6.56,1.12,12.45,6.26,4.77,7.08,4.4,1.27,1.57,12.08,1.27,10.66,2.61,1.49,1.49,2.01,0.52,3.5,0.07,4.85,3.13,1.64,0.52,0.3,0.15,0.15,0,0,0,9.84,1.94,0.15,0,0.22,0.22,0.89,6.86,0,0,0.07,0.52,3.58,3.43,0.15,0,1.79,0.07,0.15,0.67,0.15,0.75,1.86,0.22,0,0.15,0,0,0,0.15,0.37,0.45,0.3,0.22,0.37,0.15,0,0.3,0.67,0.15,5.67,8.8,0.3,1.12,7.16,0.22,0.07,0.15,4.03,3.58,4.18,1.34,0,0,0,0,0,15.81,5.07,5.74,0,0,0.37,4.62,0,0.327653997378768,5.30799475753604,1941,59.61471400924633,10.444675124538584,2318,1.474554707379135,32.647887323943664
1997-Clinton.txt.txt,1,0,1,2157,81.7,94.33,51.4,86.34,19.43,20.63,91.61,68.85,55.03,12.01,8.3,0.37,6.21,0,0.32,0.93,3.71,19.98,8.99,1.58,14.84,5.93,3.25,6.03,1.25,11.22,8.25,6.12,13.31,8.11,2.36,3.06,11.31,2.5,8.81,1.58,0.97,1.72,1.34,0.97,2.6,0.09,7.37,5.93,1.44,1.07,0.46,0.56,0.14,0.23,0.05,0,14,3.48,0.46,0.14,0.42,0.6,0.65,10.2,0.46,0,0.19,0.42,3.89,2.87,0.6,0.46,3.57,0.19,0.23,2.27,0.51,0.46,1.34,0.32,0.09,0,0,0,0,0.05,0.09,0.6,0.23,0.23,0,0.32,0,0.51,0.46,0.37,6.91,9.55,0.19,1.21,7.93,0.51,0.14,0.28,6.68,2.36,3.25,2.18,0.19,0,0.19,0,0,14.19,5.01,6.07,0.14,0,0.6,2.36,0,0.5301794453507341,3.915171288743882,1997,56.4270811972256,10.905312446148546,3759,1.51145958986731,33.5625
1901-McKinley.txt.txt,1,0,1,2212,84.19,55.7,33.53,56.18,22.12,27.44,88.56,66.95,56.65,10.8,6.33,0.95,2.98,0.05,0,1.99,4.48,16.91,10.17,0.81,16.68,7.78,2.98,7.1,1.54,11.53,6.37,2.98,10.22,4.07,1.54,4.75,10.71,0.86,9.86,1.18,1.76,1.31,1.08,0.45,4.11,0,6.37,4.29,1.99,1.08,0.5,0.5,0.18,0,0.23,0,10.49,3.84,0.9,0.09,0.14,1.49,0.36,6.19,0.14,0.05,0,0.14,4.48,4.16,0.32,0,4.61,0.18,0.14,3.07,0.72,0.63,0.5,0.14,0,0.09,0.05,0,0,0,0.05,0.72,0.05,0.14,0.14,0.45,0,0.05,1.04,0.18,4.52,7.64,0.18,1.13,6.01,0.09,0.09,0.23,3.71,3.39,3.3,2.26,0,0,0,0,0,10.58,4.39,5.02,0.09,0.05,0.05,0.99,0,0.04100041000410004,4.510045100451006,1901,36.71374732034107,14.257275314656926,4225,1.7153877385302476,42.25
1937-Roosevelt.txt.txt,1,0,1,1808,82.56,85.65,50.96,53.67,18.83,24.06,91.1,67.87,55.03,12.67,8.08,1,4.87,0.17,0.06,1.38,4.59,17.42,8.3,1.38,16.48,6.97,2.93,5.48,0.94,12.61,6.53,4.76,11.34,5.64,2.71,3.1,10.95,1.05,9.79,2.38,1.88,1.22,1.05,0.33,2.93,0,6.42,4.26,2.1,1.77,1,0.66,0.17,0,0.22,0,13.38,4.2,1.05,0.17,0.33,1.49,0.55,8.57,0.06,0,0.17,0.5,3.6,3.43,0.17,0,2.6,0.11,0.06,1.55,0.66,0.33,1.16,0.39,0.22,0.06,0.06,0,0.06,0,0.11,0.66,0.11,0.33,0.22,0.28,0,0.44,0.28,0.44,7.25,9.4,0.17,1.05,7.08,0.94,0.11,0.28,5.09,3.43,3.21,1.33,0,0,0,0,0,11.39,4.92,2.99,0.33,0.06,0.11,2.99,0,0.10045203415369162,5.323957810145655,1937,46.98647230320702,11.922643343051508,3370,1.637512147716229,34.38775510204081
1953-Eisenhower.txt.txt,1,0,1,2454,87.37,92.09,24.18,73.73,20.62,21.84,90.42,65.12,54.73,12.96,7.66,0.41,5.62,0.2,0.2,0.9,5.3,19.32,8.6,0.73,17.52,4.65,2.12,6.72,1.14,9.7,5.3,3.79,14.18,7.29,2.36,4.69,12.67,2.32,10.19,2.4,1.92,1.71,1.79,0.81,2.73,0.04,7.91,5.62,2.2,1.87,1.1,0.69,0.16,0.16,0.08,0,14.75,4.56,0.61,0.08,0.65,1.02,1.02,9.49,0.24,0.16,0,0.9,1.63,1.51,0.12,0,4.52,0.04,0.12,2.44,0.86,1.34,1.55,0.53,0.08,0.24,0.04,0,0,0.2,0.16,0.81,0.61,0.12,0.04,0.29,0.04,0.37,0.69,0.33,6.19,9.29,0.24,0.94,7.33,0.73,0,0.33,2.36,1.55,3.06,1.96,0,0,0,0,0,13,4.73,5.13,0.12,0,0.49,2.53,0,0.4355716878402904,5.154264972776769,1953,54.67693165244267,11.318558246328468,4290,1.5239786856127886,34.8780487804878
1965-Johnson.txt.txt,1,0,1,1489,55.17,86.74,59.73,43.2,15.84,19.07,91.61,70.52,59.64,15.51,9.67,1.61,5.57,0.34,0.81,0.74,5.84,17.73,7.52,0.87,14.17,8.6,3.69,7.25,1.48,14.84,4.97,4.1,12.22,7.66,1.95,2.89,14.57,1.81,12.63,2.62,2.15,2.35,1.54,0.6,4.03,0.2,5.71,3.63,2.08,1.54,0.81,0.74,0.13,0.2,0.2,0,13.36,3.09,0.07,0.07,0.47,0.74,0.67,10.28,0.2,0.13,0,1.61,2.35,1.95,0.4,0,1.95,0.07,0.13,0.74,0.4,0.6,1.28,0.27,0.13,0.07,0.07,0,0,0.13,0.07,0.94,0.4,0.2,0.2,0.27,0,0.4,0.2,0.34,6.98,9.6,0.54,1.14,7.92,0.47,0,0,5.31,3.22,4.3,2.08,0,0,0,0,0,16.05,6.11,6.38,0.2,0,0.27,3.09,0,0.2333722287047841,3.325554259043174,1965,67.59303205128205,8.191366096866098,2519,1.4353276353276354,25.19
1797-Adams.txt.txt,1,0,1,2318,89.22,21.26,34.17,84.11,62.65,27.44,88.61,66.65,57.81,9.4,3.97,1.47,0.6,0.04,0.47,1.12,5.44,17.99,10.01,0.39,18.21,5.74,2.07,10.14,1.08,8.11,7.08,4.01,6.34,1.42,1.47,3.58,13.63,1.77,11.78,2.11,0.86,1.16,3.58,0.56,5.35,0.04,7.33,5.74,1.47,2.46,1.77,0.52,0.13,0.26,0.09,0,9.36,5.31,1.21,0.17,0.52,1.55,0.52,3.62,0,0.13,0,0.65,4.01,3.71,0.3,0,3.15,0.35,0.22,1.77,0.43,0.52,0.52,0.17,0.09,0,0,0,0,0.09,0,0.3,0.26,0.17,0,0.17,0,0.26,0.73,0.22,3.97,7.08,0.3,0.47,5.57,0.6,0.09,0.3,2.55,2.29,1.81,1.55,0,0,0,0,0,11.39,1.42,8.67,0.17,0,0.04,1.08,0,0.03878975950349107,5.430566330488751,1797,-6.750171386896767,31.185462501519385,4428,1.7043879907621249,116.52631578947368
1909-Taft.txt.txt,1,0,1,5429,93.73,39.31,22.22,46.69,34.14,27.19,88.82,68.76,57.19,8.53,4.07,1.01,1.4,0,0.42,0.99,4.46,17.98,11.38,0.44,19.03,7.79,2.45,7.11,0.87,11.59,7.11,3.55,7.77,1.88,1.47,4.51,12.53,0.74,11.77,1.69,2.3,2.06,2.23,0.83,3.67,0,4.18,2.93,1.18,0.77,0.35,0.22,0.07,0.02,0.02,0,8.2,3.89,0.59,0.17,0.28,0.57,0.9,4.02,0.04,0,0.13,0.48,3.41,2.87,0.48,0.07,5.58,0.11,0.02,4.03,2.19,0.11,0.61,0.18,0,0,0.02,0.02,0,0.09,0.02,0.85,0.33,0.29,0.09,0.39,0,0.22,0.99,0.2,3.21,8.18,0.46,1.01,6.41,0.33,0,0.28,2.6,2.28,2.95,1.99,0.02,0,0.02,0,0,7.48,2.95,4.05,0,0,0,0.48,0,0,5.375236132577709,1909,22.180146739130436,19.307788043478265,10252,1.7411684782608696,64.075
1881-Garfield.txt.txt,1,0,1,2975,91.73,40.26,28.71,51.84,26.8,25.08,88.47,66.05,56.44,9.04,3.97,0.64,1.75,0.07,0,1.28,5.08,19.83,12.03,0.61,16.67,7.46,2.49,6.55,1.41,10.66,6.15,3.63,9.21,2.69,1.24,5.55,11.87,1.51,10.22,1.71,1.82,1.21,1.78,0.44,4.03,0.1,5.82,3.93,1.88,0.91,0.61,0.27,0.07,0.03,0,0.03,8.57,3.97,0.57,0.03,0.34,1.08,0.74,4.34,0.3,0,0,0.2,3.76,3.56,0.2,0,3.97,0.1,0.07,2.32,1.01,0.64,0.64,0.24,0,0.1,0.03,0,0.03,0.03,0.17,0.3,0.07,0.17,0.03,0.3,0,0.24,0.94,0.37,4.61,7.29,0.37,0.81,5.98,0.3,0.03,0.07,3.06,3.23,3.53,1.58,0,0,0,0,0,8.54,3.7,3.56,0.03,0,0.07,1.18,0,0.06230529595015576,5.638629283489098,1881,33.758132438205706,15.75515410436375,5564,1.6978944156240463,49.23893805309734
1817-Monroe.txt.txt,1,0,1,3370,86,56.7,24.41,71.88,27.62,25.34,88.1,69.11,58.69,11.36,6.05,1.13,3.12,0,0.3,1.19,5.31,18.87,10.21,0.21,17.27,8.31,3.09,6.11,0.92,11.45,7.72,3.83,9.73,4.36,2.14,3.59,11.45,1.57,9.88,1.63,1.6,1.36,1.63,0.24,4.09,0,6.68,4.93,1.63,1.28,0.86,0.27,0.12,0.03,0.03,0,9.94,3.53,0.74,0.12,0.12,0.95,0.47,5.82,0.03,0.03,0,0.39,2.76,2.7,0.06,0,3.09,0.12,0.06,2.02,0.65,0.39,0.42,0.12,0,0.03,0,0,0.03,0.03,0.03,0.56,0.15,0.09,0.12,0.65,0.06,0.42,0.68,0.33,4.18,8.16,0.45,0.95,6.14,0.45,0.09,0.12,2.02,2.49,3.15,1.63,0,0,0,0,0,9.44,3.26,5.01,0.3,0.06,0,0.8,0,0,4.404567699836869,1817,34.3297147450277,15.79570050631289,6261,1.6853297442799462,49.69047619047619
1821-Monroe.txt.txt,1,0,1,4470,88.41,44.29,34.68,50.82,34.12,24.61,88.3,68.64,59.42,11.36,5.28,1.12,1.9,0.04,0.22,1.7,6.09,19.44,10.09,0.56,18.46,8.95,2.77,5.46,0.78,11.72,6.35,4.32,8.3,2.93,1.32,4.21,12.8,1.48,11.3,1.86,2.26,1.36,1.5,0.31,4.38,0.09,5.46,3.67,1.68,1.05,0.63,0.31,0.09,0.11,0.04,0.02,8.86,3.49,0.58,0.11,0.43,0.6,0.49,5.08,0.07,0.04,0,0.29,2.86,2.75,0.09,0.02,2.86,0.29,0.07,1.72,0.96,0.11,0.45,0.25,0,0.07,0.04,0,0,0.02,0.02,0.45,0.09,0.27,0.09,0.56,0,0.2,0.47,0.2,4.12,7.65,0.2,0.47,6.53,0.34,0.04,0.11,3.18,4.07,2.8,1.5,0,0,0,0,0,9.57,2.91,6.17,0.02,0,0.02,0.45,0,0.02047082906857727,4.012282497441147,1821,26.696949884396673,18.945322502030873,8247,1.6748578391551583,63.43846153846154
2005-Bush.txt.txt,1,0,1,2085,79.67,90.7,27.47,72.11,21.95,23.74,89.5,63.93,53,11.56,7.34,0.53,4.36,1.2,0.19,0.72,4.22,17.6,8.25,0.77,15.01,6.52,2.3,7.39,1.1,11.7,5.42,3.93,12.61,5.76,2.35,4.84,12.18,1.63,10.5,2.59,1.97,2.21,1.49,0.48,2.83,0.1,8.39,5.8,2.49,1.68,1.06,0.53,0.05,0.29,0.05,0,14.92,5.37,0.58,0.34,0.96,1.77,0.77,9.35,0.1,0.14,0.19,0.38,3.31,3.17,0.14,0,2.93,0.14,0.14,1.53,0.34,0.82,1.1,0.34,0,0.14,0,0,0,0.1,0.1,0.72,0.58,0.29,0.05,0.19,0.05,0.29,0.67,0.19,6.28,9.21,0.43,1.44,6.09,1.01,0.19,0.29,3.74,2.45,3.84,1.82,0.1,0.1,0.1,0,0,14.58,4.65,6.57,0.1,1.77,0,1.49,0,0,5.028175119202427,2005,52.62925421575261,10.752765340367644,3773,1.5893007582139849,30.92622950819672
